zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015
85282,STANDARD,0,Tempe,,,AZ,Maricopa County,America/Phoenix,"480,602",NA,US,33.4,-111.92,40080
85283,STANDARD,0,Tempe,Guadalupe,,AZ,Maricopa County,America/Phoenix,"602,480",NA,US,33.36,-111.93,38910
85284,STANDARD,0,Tempe,,,AZ,Maricopa County,America/Phoenix,"480,520",NA,US,33.33,-111.93,18180
85285,PO BOX,0,Tempe,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.39,-111.93,1794
85286,STANDARD,0,Chandler,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.27,-111.82,38090
85287,UNIQUE,0,Tempe,"Arizona State University, Asu",Arizona State Univ,AZ,Maricopa County,America/Phoenix,480,NA,US,33.42,-111.93,49
85289,UNIQUE,1,Tempe,,State Farm Ins,AZ,Maricopa County,America/Phoenix,480,NA,US,33.4,-111.96,0
85290,STANDARD,1,Apache Junction,"Apache Jct, Tortilla Flat",,AZ,Maricopa County,America/Phoenix,,NA,US,33.45,-111.63,32
85291,PO BOX,1,Valley Farms,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.99,-111.44,302
85292,STANDARD,1,Winkelman,Dudleyville,,AZ,Pinal County,America/Phoenix,,NA,US,32.94,-110.72,1402
85293,STANDARD,1,Casa Grande,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.85,-111.79,130
85294,STANDARD,1,Casa Grande,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.92,-111.61,271
85295,STANDARD,0,Gilbert,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.3,-111.74,40940
85296,STANDARD,0,Gilbert,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.34,-111.74,41720
85297,STANDARD,0,Gilbert,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.28,-111.73,31690
85298,STANDARD,0,Gilbert,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.24,-111.7,31540
85299,PO BOX,0,Gilbert,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.33,-111.76,1472
85301,STANDARD,0,Glendale,,,AZ,Maricopa County,America/Phoenix,602,NA,US,33.53,-112.18,56670
85302,STANDARD,0,Glendale,,,AZ,Maricopa County,America/Phoenix,"602,623",NA,US,33.57,-112.18,33750
85303,STANDARD,0,Glendale,,,AZ,Maricopa County,America/Phoenix,602,NA,US,33.53,-112.22,31380
85304,STANDARD,0,Glendale,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.59,-112.17,24500
85305,STANDARD,0,Glendale,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.53,-112.26,11140
85306,STANDARD,0,Glendale,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.62,-112.17,20880
85307,STANDARD,0,Glendale,Luke Afb,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.53,-112.31,8680
85308,STANDARD,0,Glendale,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.66,-112.18,58290
85309,STANDARD,0,Glendale Luke Afb,"Gbafaf, Glendale, Luke Afb",,AZ,Maricopa County,America/Phoenix,623,NA,US,33.53,-112.38,350
85310,STANDARD,0,Glendale,,,AZ,Maricopa County,America/Phoenix,"623,928",NA,US,33.71,-112.17,18310
85311,PO BOX,0,Glendale,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.53,-112.17,1246
85312,PO BOX,0,Glendale,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.62,-112.18,1090
85313,UNIQUE,1,Glendale,Arizona State Univ West,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.6,-112.16,0
85318,PO BOX,0,Glendale,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.66,-112.18,1171
85320,PO BOX,0,Aguila,,,AZ,Maricopa County,America/Phoenix,,NA,US,33.81,-113.18,1025
85321,STANDARD,0,Ajo,,,AZ,Pima County,America/Phoenix,520,NA,US,32.24,-112.65,2760
85322,STANDARD,0,Arlington,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.18,-112.79,610
85323,STANDARD,0,Avondale,,Avondale-goodyear,AZ,Maricopa County,America/Phoenix,623,NA,US,33.44,-112.31,38720
85324,STANDARD,0,Black Canyon City,"Black Cyn Cty, Rock Springs",,AZ,Yavapai County,America/Phoenix,623,NA,US,34.13,-112.13,1990
85325,PO BOX,0,Bouse,,,AZ,La Paz County,America/Phoenix,928,NA,US,33.93,-113.86,524
85326,STANDARD,0,Buckeye,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.38,-112.55,51240
85327,PO BOX,0,Cave Creek,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.82,-111.96,2537
85328,STANDARD,0,Cibola,,,AZ,La Paz County,America/Phoenix,928,NA,US,33.32,-114.64,151
85329,PO BOX,0,Cashion,,,AZ,Maricopa County,America/Phoenix,,NA,US,33.43,-112.29,3239
85331,STANDARD,0,Cave Creek,,,AZ,Maricopa County,America/Phoenix,"602,480",NA,US,33.88,-111.91,25190
85332,PO BOX,0,Congress,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.21,-112.97,1290
85333,STANDARD,0,Dateland,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.94,-113.34,480
85334,PO BOX,0,Ehrenberg,,,AZ,La Paz County,America/Phoenix,928,NA,US,33.52,-114.52,875
85335,STANDARD,0,El Mirage,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.59,-112.33,32070
85336,PO BOX,0,Gadsden,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.55,-114.79,1058
85337,STANDARD,0,Gila Bend,,,AZ,Maricopa County,America/Phoenix,928,NA,US,32.99,-112.9,2590
85338,STANDARD,0,Goodyear,,Avondale-goodyear,AZ,Maricopa County,America/Phoenix,623,NA,US,33.37,-112.38,46680
85339,STANDARD,0,Laveen,,,AZ,Maricopa County,America/Phoenix,520,NA,US,33.3,-112.2,41320
85340,STANDARD,0,Litchfield Park,Litchfield Pk,Litchfield,AZ,Maricopa County,America/Phoenix,623,NA,US,33.51,-112.36,28510
85341,PO BOX,0,Lukeville,,,AZ,Pima County,America/Phoenix,520,NA,US,31.88,-112.8,424
85342,STANDARD,0,Morristown,,Circle City,AZ,Maricopa County,America/Phoenix,623,NA,US,33.98,-112.44,1010
85343,STANDARD,0,Palo Verde,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.32,-112.7,338
85344,STANDARD,0,Parker,,,AZ,La Paz County,America/Phoenix,928,NA,US,34.08,-114.22,8250
85345,STANDARD,0,Peoria,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.57,-112.25,50450
85346,PO BOX,0,Quartzsite,,,AZ,La Paz County,America/Phoenix,928,NA,US,33.66,-114.23,958
85347,STANDARD,0,Roll,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.76,-113.87,330
85348,STANDARD,0,Salome,,,AZ,La Paz County,America/Phoenix,928,NA,US,33.72,-113.65,1270
85349,PO BOX,0,San Luis,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.49,-114.77,38127
85350,STANDARD,0,Somerton,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.53,-114.71,18730
85351,STANDARD,0,Sun City,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.6,-112.28,19340
85352,PO BOX,0,Tacna,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.68,-113.97,682
85353,STANDARD,0,Tolleson,,,AZ,Maricopa County,America/Phoenix,520,NA,US,33.42,-112.27,38490
85354,STANDARD,0,Tonopah,,,AZ,Maricopa County,America/Phoenix,"623,928",NA,US,33.43,-113.05,5530
85355,STANDARD,0,Waddell,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.55,-112.43,11150
85356,STANDARD,0,Wellton,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.7,-114.17,2740
85357,PO BOX,0,Wenden,,,AZ,La Paz County,America/Phoenix,928,NA,US,34.06,-113.51,361
85358,PO BOX,0,Wickenburg,,,AZ,Maricopa County,America/Phoenix,928,NA,US,33.96,-112.74,3016
85359,PO BOX,0,Quartzsite,,,AZ,La Paz County,America/Phoenix,928,NA,US,33.68,-114.22,545
85360,PO BOX,0,Wikieup,,,AZ,Mohave County,America/Phoenix,928,NA,US,34.79,-113.37,272
85361,STANDARD,0,Wittmann,,,AZ,Maricopa County,America/Phoenix,,NA,US,33.76,-112.61,5330
85362,PO BOX,0,Yarnell,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.26,-112.78,581
85363,STANDARD,0,Youngtown,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.58,-112.3,5400
85364,STANDARD,0,Yuma,,,AZ,Yuma County,America/Phoenix,"520,928",NA,US,32.68,-114.66,63250
85365,STANDARD,0,Yuma,"Martinez Lake, Ypg, Yuma Proving Ground",,AZ,Yuma County,America/Phoenix,"520,928",NA,US,32.72,-114.51,38170
85366,PO BOX,0,Yuma,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.68,-114.59,4794
85367,STANDARD,0,Yuma,,,AZ,Yuma County,America/Phoenix,"520,928",NA,US,32.68,-114.38,13020
85369,PO BOX,0,Yuma,,,AZ,Yuma County,America/Phoenix,928,NA,US,32.69,-114.67,1082
85371,PO BOX,0,Poston,,,AZ,La Paz County,America/Phoenix,928,NA,US,33.83,-114.38,511
85372,PO BOX,0,Sun City,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.61,-112.28,694
85373,STANDARD,0,Sun City,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.68,-112.31,14640
85374,STANDARD,0,Surprise,Sun City,Surprise Dysart Retail,AZ,Maricopa County,America/Phoenix,623,NA,US,33.64,-112.38,32980
85375,STANDARD,0,Sun City West,Sun City,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.67,-112.36,20420
85376,PO BOX,0,Sun City West,,Sun City,AZ,Maricopa County,America/Phoenix,,NA,US,33.66,-112.35,369
85377,PO BOX,0,Carefree,,,AZ,Maricopa County,America/Phoenix,,NA,US,33.82,-111.9,3602
85378,STANDARD,0,Surprise,,Sun City,AZ,Maricopa County,America/Phoenix,623,NA,US,33.63,-112.34,352
85379,STANDARD,0,Surprise,Sun City,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.6,-112.37,40530
85380,PO BOX,0,Peoria,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.68,-112.24,1336
85381,STANDARD,0,Peoria,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.61,-112.23,22710
85382,STANDARD,0,Peoria,,,AZ,Maricopa County,America/Phoenix,"928,623",NA,US,33.65,-112.24,36480
85383,STANDARD,0,Peoria,,,AZ,Maricopa County,America/Phoenix,928,NA,US,33.76,-112.24,46550
85385,PO BOX,0,Peoria,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.61,-112.23,802
85387,STANDARD,0,Surprise,"Sun City, Sun City West",,AZ,Maricopa County,America/Phoenix,623,NA,US,33.71,-112.4,9150
85388,STANDARD,0,Surprise,,Sun City,AZ,Maricopa County,America/Phoenix,623,NA,US,33.6,-112.43,25160
85390,STANDARD,0,Wickenburg,,,AZ,Maricopa County,America/Phoenix,928,NA,US,33.9,-112.9,5180
85392,STANDARD,0,Avondale,,Avondale Goodyear,AZ,Maricopa County,America/Phoenix,623,NA,US,33.47,-112.29,35120
85395,STANDARD,0,Goodyear,,Avondale Goodyear,AZ,Maricopa County,America/Phoenix,623,NA,US,33.47,-112.39,25580
85396,STANDARD,0,Buckeye,,,AZ,Maricopa County,America/Phoenix,623,NA,US,33.53,-112.7,16440
85501,STANDARD,0,Globe,,,AZ,Gila County,America/Phoenix,"520,928",NA,US,33.62,-110.7,6810
85502,PO BOX,0,Globe,,,AZ,Gila County,America/Phoenix,928,NA,US,33.39,-110.78,2263
85530,PO BOX,0,Bylas,,,AZ,Graham County,America/Phoenix,928,NA,US,33.07,-110.25,1544
85531,PO BOX,0,Central,,,AZ,Graham County,America/Phoenix,928,NA,US,32.88,-109.79,409
85532,PO BOX,0,Claypool,,,AZ,Gila County,America/Phoenix,928,NA,US,33.41,-110.83,3343
85533,STANDARD,0,Clifton,,,AZ,Greenlee County,America/Phoenix,928,NA,US,33.27,-109.27,2190
85534,STANDARD,0,Duncan,,Virden,AZ,Greenlee County,America/Phoenix,928,NA,US,32.76,-109.07,1890
85535,STANDARD,0,Eden,,Pima,AZ,Graham County,America/Phoenix,928,NA,US,32.97,-109.91,0
85536,PO BOX,0,Fort Thomas,,,AZ,Graham County,America/Phoenix,928,NA,US,33.12,-110.02,314
85539,STANDARD,0,Miami,,,AZ,Gila County,America/Phoenix,"928,520",NA,US,33.34,-110.89,2050
85540,STANDARD,0,Morenci,,,AZ,Greenlee County,America/Phoenix,928,NA,US,33.04,-109.37,3850
85541,STANDARD,0,Payson,Star Valley,,AZ,Gila County,America/Phoenix,928,NA,US,34.19,-111.17,16590
85542,STANDARD,0,Peridot,,,AZ,Gila County,America/Phoenix,928,NA,US,33.32,-110.32,2540
85543,STANDARD,0,Pima,,Eden,AZ,Graham County,America/Phoenix,928,NA,US,33,-109.88,3220
85544,STANDARD,0,Pine,Strawberry,,AZ,Gila County,America/Phoenix,928,NA,US,34.32,-111.54,2040
85545,STANDARD,0,Roosevelt,,,AZ,Gila County,America/Phoenix,928,NA,US,33.62,-111.03,280
85546,STANDARD,0,Safford,,,AZ,Graham County,America/Phoenix,928,NA,US,32.81,-109.36,13570
85547,PO BOX,0,Payson,,,AZ,Gila County,America/Phoenix,928,NA,US,34.25,-111.28,2209
85548,PO BOX,0,Safford,,,AZ,Graham County,America/Phoenix,928,NA,US,32.77,-109.71,1490
85550,PO BOX,0,San Carlos,,,AZ,Graham County,America/Phoenix,928,NA,US,33.54,-110.47,4482
85551,PO BOX,0,Solomon,,,AZ,Graham County,America/Phoenix,928,NA,US,32.8,-109.61,618
85552,STANDARD,0,Thatcher,,,AZ,Graham County,America/Phoenix,928,NA,US,32.82,-109.78,5820
85553,PO BOX,0,Tonto Basin,,,AZ,Gila County,America/Phoenix,928,NA,US,33.83,-111.26,944
85554,PO BOX,0,Young,,,AZ,Gila County,America/Phoenix,928,NA,US,34.08,-111.01,452
85601,PO BOX,0,Arivaca,,,AZ,Pima County,America/Phoenix,520,NA,US,31.59,-111.3,453
85602,STANDARD,0,Benson,,"Cascabel, Mescal, Redington",AZ,Cochise County,America/Phoenix,520,NA,US,32.19,-110.38,7560
85603,STANDARD,0,Bisbee,,"Bisbee Jct, Copper Queen, Lowell, South Bisbee, Sunset Acres, Tintown, Winwood",AZ,Cochise County,America/Phoenix,520,NA,US,31.43,-109.92,4780
85605,PO BOX,0,Bowie,,,AZ,Cochise County,America/Phoenix,520,NA,US,32.28,-109.5,402
85606,STANDARD,0,Cochise,,,AZ,Cochise County,America/Phoenix,520,NA,US,32.06,-109.91,600
85607,STANDARD,0,Douglas,,"Bay Acres, Paul Spur",AZ,Cochise County,America/Phoenix,520,NA,US,31.54,-109.46,15870
85608,PO BOX,0,Douglas,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.46,-109.58,2309
85609,PO BOX,0,Dragoon,,,AZ,Cochise County,America/Phoenix,520,NA,US,32.02,-110.04,270
85610,STANDARD,0,Elfrida,,Gleeson,AZ,Cochise County,America/Phoenix,520,NA,US,31.73,-109.7,830
85611,STANDARD,0,Elgin,,Canelo,AZ,Santa Cruz County,America/Phoenix,520,NA,US,31.57,-110.54,600
85613,STANDARD,0,Fort Huachuca,Sierra Vista,,AZ,Cochise County,America/Phoenix,520,NA,US,31.57,-110.38,4070
85614,STANDARD,0,Green Valley,"Madera Canyon, Sahuarita",,AZ,Pima County,America/Phoenix,520,NA,US,31.81,-110.92,17340
85615,STANDARD,0,Hereford,,"Miracle Valley, Nicksville, Palominas, Parker Lake",AZ,Cochise County,America/Phoenix,520,NA,US,31.44,-110.23,7920
85616,STANDARD,0,Huachuca City,,Whetstone,AZ,Cochise County,America/Phoenix,520,NA,US,31.73,-110.31,4110
85617,STANDARD,0,Mc Neal,,"Double Adobe, Mcneal",AZ,Cochise County,America/Phoenix,520,NA,US,31.55,-109.69,830
85618,STANDARD,0,Mammoth,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.68,-110.62,1220
85619,PO BOX,0,Mount Lemmon,,,AZ,Pima County,America/Phoenix,520,NA,US,32.38,-110.75,67
85620,PO BOX,0,Naco,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.34,-109.94,1136
85621,STANDARD,0,Nogales,,Fairbank,AZ,Santa Cruz County,America/Phoenix,520,NA,US,31.45,-110.83,21340
85622,STANDARD,0,Green Valley,,,AZ,Pima County,America/Phoenix,520,NA,US,31.83,-111.08,5250
85623,STANDARD,0,Oracle,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.64,-110.84,3620
85624,STANDARD,0,Patagonia,,"Harshaw, Lochiel",AZ,Santa Cruz County,America/Phoenix,520,NA,US,31.53,-110.71,950
85625,STANDARD,0,Pearce,Sunsites,Sunizona,AZ,Cochise County,America/Phoenix,520,NA,US,31.89,-109.61,1350
85626,PO BOX,0,Pirtleville,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.36,-109.57,996
85627,PO BOX,0,Pomerene,,,AZ,Cochise County,America/Phoenix,520,NA,US,32.01,-110.24,492
85628,PO BOX,0,Nogales,,,AZ,Santa Cruz County,America/Phoenix,520,NA,US,31.41,-110.89,2627
85629,STANDARD,0,Sahuarita,,Continental,AZ,Pima County,America/Phoenix,520,NA,US,31.91,-110.9,26040
85630,STANDARD,0,Saint David,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.88,-110.18,2000
85631,STANDARD,0,San Manuel,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.62,-110.59,2600
85632,STANDARD,0,San Simon,Portal,"Hilltop, Paradise",AZ,Cochise County,America/Phoenix,520,NA,US,32,-109.21,500
85633,PO BOX,0,Sasabe,,,AZ,Pima County,America/Phoenix,520,NA,US,31.66,-111.5,53
85634,STANDARD,0,Sells,Pisinemo,"Cowlic, Fresnal Canyon, Gu Achi, Little Tucson, Sil Nakaya, Vamori",AZ,Pima County,America/Phoenix,520,NA,US,32,-111.93,5230
85635,STANDARD,0,Sierra Vista,,Fry,AZ,Cochise County,America/Phoenix,520,NA,US,31.59,-110.17,29120
85636,PO BOX,0,Sierra Vista,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.46,-110.18,2595
85637,STANDARD,0,Sonoita,,Greaterville,AZ,Santa Cruz County,America/Phoenix,,NA,US,31.75,-110.66,1170
85638,STANDARD,0,Tombstone,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.71,-110.04,1460
85639,PO BOX,0,Topawa,,,AZ,Pima County,America/Phoenix,520,NA,US,31.8,-111.74,96
85640,STANDARD,0,Tumacacori,,"Agua Linda, Amado, Carmen, Kinsley Ranch, Tubac",AZ,Santa Cruz County,America/Phoenix,520,NA,US,31.56,-111.05,520
85641,STANDARD,0,Vail,"Corona, Corona De Tuc, Corona De Tucson, Santa Rita, Santa Rita Foothills",,AZ,Pima County,America/Phoenix,520,NA,US,31.95,-110.69,24240
85643,STANDARD,0,Willcox,Ft Grant,"Bonita, Chiricahua National Monument, Dos Cabezas, Fort Grant, Kansas Settlement, Klondyke, Rucker, Sierra Bonita, Sunset, Turkey Creek",AZ,Cochise County,America/Phoenix,520,NA,US,32.43,-109.88,5920
85644,PO BOX,0,Willcox,,,AZ,Cochise County,America/Phoenix,520,NA,US,32.25,-109.83,1325
85645,STANDARD,0,Amado,,Tumacacori,AZ,Pima County,America/Phoenix,,NA,US,31.71,-111.02,1620
85646,PO BOX,0,Tubac,,Tumacacori,AZ,Santa Cruz County,America/Phoenix,520,NA,US,31.63,-111.06,1003
85648,STANDARD,0,Rio Rico,Nogales,,AZ,Santa Cruz County,America/Phoenix,520,NA,US,31.5,-111.06,19510
85650,STANDARD,0,Sierra Vista,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.5,-110.21,13060
85652,PO BOX,0,Cortaro,,,AZ,Pima County,America/Phoenix,520,NA,US,32.38,-111.11,1518
85653,STANDARD,0,Marana,,,AZ,Pima County,America/Phoenix,520,NA,US,32.45,-111.29,13040
85654,PO BOX,0,Rillito,,,AZ,Pima County,America/Phoenix,520,NA,US,32.42,-111.15,178
85655,PO BOX,0,Douglas,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.34,-109.52,0
85658,STANDARD,0,Marana,,,AZ,Pima County,America/Phoenix,520,NA,US,32.51,-111.16,11230
85662,PO BOX,0,Nogales,,,AZ,Santa Cruz County,America/Phoenix,520,NA,US,31.36,-110.93,0
85670,PO BOX,0,Fort Huachuca,Sierra Vista,,AZ,Cochise County,America/Phoenix,520,NA,US,31.55,-110.35,484
85671,PO BOX,0,Sierra Vista,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.56,-110.32,0
85701,STANDARD,0,Tucson,,,AZ,Pima County,America/Phoenix,"520,928",NA,US,32.22,-110.97,3900
85702,PO BOX,0,Tucson,,,AZ,Pima County,America/Phoenix,520,NA,US,32.21,-110.97,1060
85703,PO BOX,0,Tucson,,,AZ,Pima County,America/Phoenix,520,NA,US,32.27,-110.99,805
85704,STANDARD,0,Tucson,Oro Valley,,AZ,Pima County,America/Phoenix,520,NA,US,32.33,-110.98,27140
85705,STANDARD,0,Tucson,,,AZ,Pima County,America/Phoenix,520,NA,US,32.26,-111,41250
85706,STANDARD,0,Tucson,,Mission,AZ,Pima County,America/Phoenix,520,NA,US,32.15,-110.93,48760
85707,PO BOX,0,Tucson,"Davis Monthan Afb, Dm Afb",,AZ,Pima County,America/Phoenix,520,NA,US,32.18,-110.89,838
85708,STANDARD,0,Tucson,,Davis Monthan Afb,AZ,Pima County,America/Phoenix,520,NA,US,32.18,-110.87,3820
85709,UNIQUE,0,Tucson,,Pima Community College,AZ,Pima County,America/Phoenix,520,NA,US,32.23,-111.01,23
85710,STANDARD,0,Tucson,,Rincon,AZ,Pima County,America/Phoenix,520,NA,US,32.22,-110.82,45660
85711,STANDARD,0,Tucson,,Coronado,AZ,Pima County,America/Phoenix,520,NA,US,32.21,-110.88,32720
85712,STANDARD,0,Tucson,,,AZ,Pima County,America/Phoenix,520,NA,US,32.25,-110.87,23610
85713,STANDARD,0,Tucson,,,AZ,Pima County,America/Phoenix,"520,928",NA,US,32.19,-110.98,38340
85714,STANDARD,0,Tucson,,,AZ,Pima County,America/Phoenix,520,NA,US,32.16,-110.91,12690
85715,STANDARD,0,Tucson,,Fort Lowell,AZ,Pima County,America/Phoenix,520,NA,US,32.25,-110.82,15850
85716,STANDARD,0,Tucson,,Sun,AZ,Pima County,America/Phoenix,520,NA,US,32.24,-110.92,23520
85717,PO BOX,0,Tucson,,,AZ,Pima County,America/Phoenix,520,NA,US,32.24,-110.94,641
